Date,Adj Close
2022-06-01,399.8650817871094
2022-06-02,407.4799499511719
2022-06-03,400.79254150390625
2022-06-06,402.01287841796875
2022-06-07,405.86907958984375
2022-06-08,401.4564208984375
2022-06-09,391.9085998535156
2022-06-10,380.5449523925781
2022-06-13,366.09637451171875
2022-06-14,364.99322509765625
2022-06-15,370.19671630859375
2022-06-16,357.94464111328125
2022-06-17,358.7162780761719
2022-06-21,367.7464294433594
2022-06-22,367.0797424316406
2022-06-23,370.6780700683594
2022-06-24,382.4632873535156
2022-06-27,381.00244140625
2022-06-28,373.2174377441406
2022-06-29,372.91357421875
2022-06-30,369.8838806152344
2022-07-01,373.7959899902344
2022-07-05,374.50189208984375
2022-07-06,375.7667236328125
2022-07-07,381.39459228515625
2022-07-08,381.08087158203125
2022-07-11,376.7275695800781
2022-07-12,373.39398193359375
2022-07-13,371.4329833984375
2022-07-14,370.531005859375
2022-07-15,377.6100158691406
2022-07-18,374.4920959472656
2022-07-19,384.6105651855469
2022-07-20,387.0617370605469
2022-07-21,391.0032958984375
2022-07-22,387.37548828125
2022-07-25,387.84613037109375
2022-07-26,383.25750732421875
2022-07-27,393.2093811035156
2022-07-28,398.1411437988281
2022-07-29,403.945556640625
2022-08-01,402.7493591308594
2022-08-02,400.0922546386719
2022-08-03,406.3575134277344
2022-08-04,406.0829772949219
2022-08-05,405.3966064453125
2022-08-08,404.926025390625
2022-08-09,403.3180236816406
2022-08-10,411.789306640625
2022-08-11,411.789306640625
2022-08-12,418.7605285644531
2022-08-15,420.4861145019531
2022-08-16,421.3097229003906
2022-08-17,418.31927490234375
2022-08-18,419.5350646972656
2022-08-19,413.8973388671875
2022-08-22,405.2789611816406
2022-08-23,404.29852294921875
2022-08-24,405.5927429199219
2022-08-25,411.3186950683594
2022-08-26,397.3959655761719
2022-08-29,394.7682800292969
2022-08-30,390.4345397949219
2022-08-31,387.4637451171875
2022-09-01,388.6795959472656
2022-09-02,384.58111572265625
2022-09-06,383.1300964355469
2022-09-07,390.01300048828125
2022-09-08,392.5622253417969
2022-09-09,398.6607971191406
2022-09-12,402.9454345703125
2022-09-13,385.42437744140625
2022-09-14,386.8951110839844
2022-09-15,382.5025634765625
2022-09-16,379.58447265625
2022-09-19,382.5281677246094
2022-09-20,378.1372985839844
2022-09-21,371.5411071777344
2022-09-22,368.4202575683594
2022-09-23,362.2474060058594
2022-09-26,358.663818359375
2022-09-27,357.7482604980469
2022-09-28,364.78741455078125
2022-09-29,357.16741943359375
2022-09-30,351.6443176269531
2022-10-03,360.92816162109375
2022-10-04,372.1121520996094
2022-10-05,371.24578857421875
2022-10-06,367.4160461425781
2022-10-07,357.16741943359375
2022-10-10,354.4403076171875
2022-10-11,352.1956481933594
2022-10-12,351.0339050292969
2022-10-13,360.2981262207031
2022-10-14,352.0873718261719
2022-10-17,361.13494873046875
2022-10-18,365.3781433105469
2022-10-19,362.78887939453125
2022-10-20,359.7467956542969
2022-10-21,368.4891662597656
2022-10-24,372.9981994628906
2022-10-25,378.9544372558594
2022-10-26,376.0993347167969
2022-10-27,374.09100341796875
2022-10-28,382.9908447265625
2022-10-31,380.2243957519531
2022-11-01,378.56060791015625
2022-11-02,369.0601501464844
2022-11-03,365.260009765625
2022-11-04,370.51727294921875
2022-11-07,374.06146240234375
2022-11-08,376.0796813964844
2022-11-09,368.3316345214844
2022-11-10,388.572998046875
2022-11-11,392.33380126953125
2022-11-14,388.9963073730469
2022-11-15,392.3141174316406
2022-11-16,389.32122802734375
2022-11-17,388.1299743652344
2022-11-18,389.8922424316406
2022-11-21,388.47454833984375
2022-11-22,393.7022705078125
2022-11-23,396.1831970214844
2022-11-25,396.0945739746094
2022-11-28,389.7740783691406
2022-11-29,389.1046447753906
2022-11-30,401.3616638183594
2022-12-01,401.0663146972656
2022-12-02,400.6036376953125
2022-12-05,393.39703369140625
2022-12-06,387.726318359375
2022-12-07,387.06671142578125
2022-12-08,390.09893798828125
2022-12-09,387.1848449707031
2022-12-12,392.7669677734375
2022-12-13,395.74017333984375
2022-12-14,393.2099914550781
2022-12-15,383.5914001464844
2022-12-16,379.06268310546875
2022-12-19,375.848388671875
2022-12-20,376.3626708984375
2022-12-21,381.9902038574219
2022-12-22,376.5406494140625
2022-12-23,378.7066650390625
2022-12-27,377.2132263183594
2022-12-28,372.5252380371094
2022-12-29,379.2308349609375
2022-12-30,378.2319030761719
2023-01-03,376.63958740234375
2023-01-04,379.5473327636719
2023-01-05,375.21539306640625
2023-01-06,383.8198547363281
2023-01-09,383.602294921875
2023-01-10,386.29241943359375
2023-01-11,391.17822265625
2023-01-12,392.6023864746094
2023-01-13,394.12548828125
2023-01-17,393.40350341796875
2023-01-18,387.1924743652344
2023-01-19,384.373779296875
2023-01-20,391.5342712402344
2023-01-23,396.2321472167969
2023-01-24,395.80682373046875
2023-01-25,395.9552001953125
2023-01-26,400.3069152832031
2023-01-27,401.2266845703125
2023-01-30,396.1925354003906
2023-01-31,402.0179138183594
2023-02-01,406.29046630859375
2023-02-02,412.204833984375
2023-02-03,407.823486328125
2023-02-06,405.33111572265625
2023-02-07,410.6322937011719
2023-02-08,406.1421203613281
2023-02-09,402.6212158203125
2023-02-10,403.5608215332031
2023-02-13,408.2981872558594
2023-02-14,408.1103210449219
2023-02-15,409.43560791015625
2023-02-16,403.79815673828125
2023-02-17,402.7893371582031
2023-02-21,394.7090148925781
2023-02-22,394.1650695800781
2023-02-23,396.26177978515625
2023-02-24,392.02874755859375
2023-02-27,393.3639831542969
2023-02-28,391.91009521484375
2023-03-01,390.40679931640625
2023-03-02,393.44305419921875
2023-03-03,399.7530212402344
2023-03-06,400.02996826171875
2023-03-07,393.8980407714844
2023-03-08,394.5408935546875
2023-03-09,387.2616882324219
2023-03-10,381.6737365722656
2023-03-13,381.1297302246094
2023-03-14,387.4298400878906
2023-03-15,385.0067138671875
2023-03-16,391.76171875
2023-03-17,387.18096923828125
2023-03-20,390.9039611816406
2023-03-21,396.0367126464844
2023-03-22,389.28570556640625
2023-03-23,390.3381042480469
2023-03-24,392.89947509765625
2023-03-27,393.6341552734375
2023-03-28,392.7505798339844
2023-03-29,398.45916748046875
2023-03-30,400.7922668457031
2023-03-31,406.4412536621094
2023-04-03,407.9900207519531
2023-04-04,405.7264404296875
2023-04-05,404.6641540527344
2023-04-06,406.24267578125
2023-04-10,406.6596374511719
2023-04-11,406.76885986328125
2023-04-12,405.11090087890625
2023-04-13,410.4918518066406
2023-04-14,409.4891357421875
2023-04-17,410.9584655761719
2023-04-18,411.2265319824219
2023-04-19,411.15704345703125
2023-04-20,408.913330078125
2023-04-21,409.23101806640625
2023-04-24,409.65789794921875
2023-04-25,403.15509033203125
2023-04-26,401.4474792480469
2023-04-27,409.43951416015625
2023-04-28,412.93414306640625
2023-05-01,412.51715087890625
2023-05-02,407.88079833984375
2023-05-03,405.08111572265625
2023-05-04,402.2119445800781
2023-05-05,409.65789794921875
2023-05-08,409.7671203613281
2023-05-09,407.97015380859375
2023-05-10,409.8763427734375
2023-05-11,409.1615295410156
2023-05-12,408.6253967285156
2023-05-15,410.0351867675781
2023-05-16,407.2950439453125
2023-05-17,412.23919677734375
2023-05-18,416.21038818359375
2023-05-19,415.6047668457031
2023-05-22,415.7735595703125
2023-05-23,411.1073913574219
2023-05-24,408.1290283203125
2023-05-25,411.6633605957031
2023-05-26,416.9946594238281
2023-05-30,417.1535339355469
2023-05-31,414.84033203125
2023-06-01,418.78173828125
2023-06-02,424.8377990722656
2023-06-05,424.0237121582031
2023-06-06,424.94696044921875
2023-06-07,423.4776306152344
2023-06-08,426.0390930175781
2023-06-09,426.8034973144531
2023-06-12,430.6754150390625
2023-06-13,433.51483154296875
2023-06-14,434.0310974121094
2023-06-15,439.41204833984375
2023-06-16,437.9153137207031
2023-06-20,435.6433410644531
2023-06-21,433.4112243652344
2023-06-22,434.9757080078125
2023-06-23,431.6872863769531
2023-06-26,429.92352294921875
2023-06-27,434.63690185546875
2023-06-28,434.85614013671875
2023-06-29,436.5700378417969
2023-06-30,441.7218933105469
2023-07-03,442.2301025390625
2023-07-05,441.5724182128906
2023-07-06,438.1146240234375
2023-07-07,437.0085144042969
2023-07-10,438.1146240234375
2023-07-11,440.9047546386719
2023-07-12,444.4522399902344
2023-07-13,447.9798278808594
2023-07-14,447.7008056640625
2023-07-17,449.25531005859375
2023-07-18,452.5935363769531
2023-07-19,453.6000061035156
2023-07-20,450.5906066894531
2023-07-21,450.5906066894531
2023-07-24,452.603515625
2023-07-25,453.8391418457031
2023-07-26,453.9089050292969
2023-07-27,450.8995056152344
2023-07-28,455.31396484375
2023-07-31,456.180908203125
2023-08-01,454.8755187988281
2023-08-02,448.5478210449219
2023-08-03,447.2623596191406
2023-08-04,445.2394714355469
2023-08-07,449.1257629394531
2023-08-08,447.17266845703125
2023-08-09,444.1832275390625
2023-08-10,444.3426513671875
2023-08-11,444.08355712890625
2023-08-14,446.534912109375
2023-08-15,441.3332824707031
2023-08-16,438.0946960449219
2023-08-17,434.7564697265625
2023-08-18,434.9657287597656
2023-08-21,437.7957458496094
2023-08-22,436.60992431640625
2023-08-23,441.4727783203125
2023-08-24,435.3543701171875
2023-08-25,438.42352294921875
2023-08-28,441.2037353515625
2023-08-29,447.58123779296875
2023-08-30,449.42474365234375
2023-08-31,448.7670593261719
2023-09-01,449.6040954589844
2023-09-05,447.66094970703125
2023-09-06,444.65155029296875
2023-09-07,443.286376953125
