Date,Adj Close
2023-09-08,443.9540100097656
2023-09-11,446.8737487792969
2023-09-12,444.42236328125
2023-09-13,444.9405517578125
2023-09-14,448.7770080566406
2023-09-15,443.3699951171875
2023-09-18,443.6300048828125
2023-09-19,442.7099914550781
2023-09-20,438.6400146484375
2023-09-21,431.3900146484375
2023-09-22,430.4200134277344
2023-09-25,432.2300109863281
2023-09-26,425.8800048828125
2023-09-27,426.04998779296875
2023-09-28,428.5199890136719
2023-09-29,427.4800109863281
2023-10-02,427.30999755859375
2023-10-03,421.5899963378906
2023-10-04,424.6600036621094
2023-10-05,424.5
2023-10-06,429.5400085449219
2023-10-09,432.2900085449219
2023-10-10,434.5400085449219
2023-10-11,436.32000732421875
2023-10-12,433.6600036621094
2023-10-13,431.5
2023-10-16,436.0400085449219
2023-10-17,436.0199890136719
2023-10-18,430.2099914550781
2023-10-19,426.42999267578125
2023-10-20,421.19000244140625
2023-10-23,420.4599914550781
2023-10-24,423.6300048828125
2023-10-25,417.54998779296875
2023-10-26,412.54998779296875
2023-10-27,410.67999267578125
2023-10-30,415.5899963378906
2023-10-31,418.20001220703125
2023-11-01,422.6600036621094
2023-11-02,430.760009765625
2023-11-03,434.69000244140625
2023-11-06,435.69000244140625
2023-11-07,436.92999267578125
2023-11-08,437.25
2023-11-09,433.8399963378906
2023-11-10,440.6099853515625
2023-11-13,440.19000244140625
2023-11-14,448.7300109863281
2023-11-15,449.67999267578125
2023-11-16,450.2300109863281
